pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"Kepler-1955 b","Kepler-1955","Transit",2021,14.26519966000,1.16654878,1.69000000,0.1195900000,853.00,5825.00,1.291000,1.049000,449.35100000
"Kepler-322 c","Kepler-322","Transit",2014,4.33723400000,1.67000000,3.43000000,0.0510000000,996.00,5388.00,0.890000,0.908000,400.48000000
"WASP-41 c","WASP-41","Radial Velocity",2015,421.00000000000,13.10000000,1010.69940000,1.0700000000,241.00,5545.00,0.870000,0.930000,163.37100000
"Kepler-1029 b","Kepler-1029","Transit",2016,4.41769647900,1.26000000,2.13000000,0.0470000000,790.00,5030.00,0.770000,0.820000,366.65600000
"Kepler-317 b","Kepler-317","Transit",2014,5.52424200000,2.09000000,109.80000000,0.0610000000,976.00,5497.00,0.941000,0.865000,940.58400000
"Kepler-65 c","Kepler-65","Transit",2012,5.85994400000,2.58000000,5.40000000,0.0680000000,1246.00,6211.00,1.410000,1.250000,303.72800000
"Kepler-416 d","Kepler-416","Transit",2023,3.07644709000,1.61000000,3.22000000,0.0407000000,1253.00,5670.00,1.022000,0.949000,690.81900000
"K2-367 b","K2-367","Transit",2022,20.64509900000,2.41300000,6.41000000,,,4348.00,0.625000,0.756000,176.96500000
"EPIC 201595106 b","EPIC 201595106","Transit",2021,0.87724000000,1.56500000,7.67000000,0.0177000000,2038.00,5679.00,0.980000,0.958000,232.10000000
"Kepler-1154 c","Kepler-1154","Transit",2016,8.45808312000,2.36000000,6.17000000,0.0875000000,1117.00,6327.00,1.430000,1.260000,1460.10000000
"Kepler-863 b","Kepler-863","Transit",2016,15.59461874000,2.90000000,8.75000000,0.1220000000,718.00,5678.00,0.950000,0.960000,1499.66000000
"Kepler-1234 b","Kepler-1234","Transit",2016,11.94014029000,2.81000000,8.30000000,0.0960000000,625.00,4967.00,0.760000,0.800000,916.74900000
"K2-228 b","K2-228","Transit",2018,2.69828000000,1.21000000,1.92000000,0.0338000000,914.00,4715.00,0.650000,0.710000,129.46000000
"K2-224 b","K2-224","Transit",2018,4.47904000000,1.56000000,3.05000000,0.0516000000,1002.00,5620.00,0.840000,0.910000,275.25500000
"K2-229 b","K2-229","Transit",2018,0.58421600000,1.00000000,2.55000000,0.0131000000,1818.00,5315.00,0.790000,0.870000,102.56400000
"Kepler-374 d","Kepler-374","Transit",2014,5.02821900000,1.31000000,2.27000000,0.0560000000,1272.00,5977.00,0.911000,1.033000,1265.61000000
"Kepler-186 b","Kepler-186","Transit",2014,3.88679070000,1.07000000,1.24000000,0.0343000000,571.00,3788.00,0.472000,0.478000,177.59400000
"Kepler-150 e","Kepler-150","Transit",2014,30.82655700000,3.12000000,9.91000000,0.1890000000,544.00,5560.00,0.939000,0.956000,891.09200000
"K2-183 d","K2-183","Transit",2018,22.62034400000,2.30000000,5.90000000,0.1527000000,615.00,5482.00,0.870000,0.942219,329.04100000
"Kepler-301 b","Kepler-301","Transit",2014,2.50855300000,1.35000000,2.39000000,0.0360000000,1278.00,5815.00,0.900000,1.022000,719.16600000
"HR 8799 d","HR 8799","Imaging",2008,37000.00000000000,13.00000000,3000.00000000,24.0000000000,1300.00,7204.58,1.493380,1.500000,41.24410000
"Kepler-282 e","Kepler-282","Transit",2013,44.34700000000,3.10000000,56.20000000,0.2333200000,484.00,5656.00,0.890000,0.970000,1337.61000000
"Kepler-1581 b","Kepler-1581","Transit",2016,6.28385491000,0.80000000,0.43700000,0.0686500000,1108.00,6022.00,1.230000,1.120000,493.17500000
"Kepler-546 b","Kepler-546","Transit",2016,4.14702025800,7.00000000,39.10000000,0.0502000000,1258.00,5967.00,1.150000,1.110000,1019.65000000
"TOI-283 b","TOI-283","Transit",2025,17.61745000000,2.34000000,6.54000000,0.1230000000,661.00,5213.00,0.850000,0.800000,82.70130000
"Kepler-1058 b","Kepler-1058","Transit",2016,110.96546000000,2.72000000,7.85000000,0.3679000000,239.00,4644.00,0.690000,0.730000,491.99700000
"Kepler-685 b","Kepler-685","Transit",2016,1.62552220000,10.58000000,78.80000000,0.0265000000,1579.00,5963.00,1.160000,1.110000,938.71500000
"Kepler-589 c","Kepler-589","Transit",2021,3.52466011000,1.11727238,1.45000000,0.0426000000,1098.00,5372.00,0.916000,0.832000,612.80300000
"HIP 79098 AB b","HIP 79098 AB","Imaging",2019,,12.10000000,6515.51500000,345.0000000000,2450.00,9193.75,,3.750000,145.79800000
"TOI-849 b","TOI-849","Transit",2020,0.76554800000,3.64000000,41.80000000,0.0155000000,1932.00,5257.00,0.970000,0.970000,225.73400000
"WD 1856+534 b","WD 1856+534","Transit",2020,1.40794050000,10.40000000,4386.05400000,0.0204000000,163.00,4710.00,0.013100,0.518000,24.73590000
"GJ 3473 b","GJ 3473","Transit",2020,1.19800350000,1.26400000,1.86000000,0.0158900000,773.00,3347.00,0.364000,0.360000,27.36440000
"TOI-1442 b","TOI-1442","Transit",2022,0.40906770000,1.17000000,1.71000000,0.0071000000,1072.00,3330.00,0.310000,0.290000,41.16590000
"GJ 3929 b","GJ 3929","Transit",2022,2.61623500000,1.09000000,1.75000000,0.0252000000,568.00,3384.00,0.320000,0.313000,15.80950000
"TOI-500 c","TOI-500","Radial Velocity",2022,6.63560000000,2.09000000,5.03000000,,,4440.00,0.678000,0.740000,47.39240000
"EPIC 229004835 b","EPIC 229004835","Transit",2023,16.14113200000,2.33200000,10.40000000,0.1237000000,804.00,5868.00,0.999000,0.970000,121.97100000
"GJ 1061 c","GJ 1061","Radial Velocity",2020,6.68210000000,1.19000000,1.81000000,0.0342000000,304.12,2953.00,0.156000,0.120000,3.67278000
"16 Cyg B b","16 Cyg B","Radial Velocity",1996,798.50000000000,13.50000000,565.73740000,1.6600000000,228.76,5750.00,1.130000,1.080000,21.13970000
"Kepler-1467 b","Kepler-1467","Transit",2016,47.05690430000,3.30000000,10.90000000,0.2388000000,411.00,5332.00,0.820000,0.860000,852.88800000
"HD 174205 b","HD 174205","Radial Velocity",2022,582.00000000000,13.00000000,1334.87930940,1.7000000000,821.72,4308.00,26.600000,1.800000,234.02700000
"Kepler-1952 b","Kepler-1952","Transit",2021,27.21080017000,1.23923346,2.07000000,0.1724000000,725.00,5973.00,1.305000,0.922000,852.06200000
"TOI-561 e","TOI-561","Transit",2020,77.14400000000,2.51700000,12.40000000,0.3300000000,416.00,5342.00,0.843000,0.806000,85.79900000
"TOI-178 b","TOI-178","Transit",2021,1.91456010000,1.20000000,0.96000000,0.0260700000,1040.00,4316.00,0.662000,0.647000,62.69900000
"TOI-178 g","TOI-178","Transit",2021,20.71663000000,2.93900000,4.40000000,0.1275000000,470.00,4316.00,0.662000,0.647000,62.69900000
"TOI-1420 b","TOI-1420","Transit",2023,6.95610630000,11.89000000,25.10000000,0.0710000000,957.00,5510.00,0.923000,0.987000,201.91800000
"TOI-2431 b","TOI-2431","Transit",2026,0.22419578000,1.53400000,6.20000000,0.0063000000,2063.00,4109.00,0.651000,0.661000,36.05590000
"TOI-2076 b","TOI-2076","Transit",2021,10.35504000000,2.59000000,6.70000000,0.0878100000,736.00,5187.00,0.758000,0.849000,41.90910000
"TOI-431 c","TOI-431","Radial Velocity",2021,4.84940000000,1.49000000,2.83000000,0.0520000000,867.00,4850.00,0.731000,0.780000,32.56860000
"GJ 3090 b","GJ 3090","Transit",2022,2.85310198000,2.18000000,4.52000000,0.0316000000,723.00,3707.00,0.516000,0.519000,22.47510000
"TOI-700 e","TOI-700","Transit",2023,27.80978000000,0.95300000,0.81800000,0.1340000000,272.90,3459.00,0.421000,0.415000,31.12650000
"TOI-1136 e","TOI-1136","Transit",2022,18.80100000000,2.63900000,6.07000000,0.1400000000,737.00,5770.00,0.968000,1.022000,84.53620000
"Kepler-602 b","Kepler-602","Transit",2016,15.28469497000,2.09000000,5.02000000,0.1224000000,852.00,6062.00,1.130000,1.080000,1159.31000000
"Kepler-372 b","Kepler-372","Transit",2014,6.84969200000,1.36000000,2.42000000,0.0750000000,1081.00,6509.00,1.137000,1.202000,1493.95000000
"EPIC 212624936 c","EPIC 212624936","Transit",2021,11.81143700000,2.30000000,5.90000000,,,5765.00,0.930000,1.000000,561.92900000
"WASP-44 b","WASP-44","Transit",2011,2.42380400000,12.32990000,276.51210000,0.0345300000,1337.00,5420.00,0.906000,0.935000,364.51200000
"Kepler-1512 b","Kepler-1512","Transit",2016,20.35972599000,1.18000000,1.76000000,0.1369300000,322.00,4372.00,0.670000,0.730000,162.00000000
"Qatar-2 b","Qatar-2","Transit",2011,1.33711647000,14.05600000,792.63500000,0.0215300000,1344.00,4645.00,0.776000,0.743000,181.37400000
"TOI-286 b","TOI-286","Transit",2024,4.51172440000,1.42000000,4.53000000,0.0503000000,979.00,5152.00,0.780000,0.832000,59.22930000
"GJ 180 d","GJ 180","Radial Velocity",2020,106.30000000000,2.66000000,7.56000000,0.3090000000,187.94,3371.00,0.413049,0.430000,11.94070000
"Kepler-244 b","Kepler-244","Transit",2014,4.31179200000,2.76000000,8.05000000,0.0500000000,1038.00,5554.00,0.803000,0.933000,1036.49000000
"IRAS 04125+2902 b","IRAS 04125+2902","Transit",2024,8.83497800000,10.73820351,80.80000000,0.0770000000,854.00,4080.00,1.450000,0.700000,159.24400000
"Kepler-51 e","Kepler-51","Transit Timing Variations",2024,264.28400000000,2.18000000,5.40000000,,,5674.00,0.870000,0.960000,783.83100000
"TOI-2076 e","TOI-2076","Transit",2025,3.02237530000,1.30100000,4.70000000,0.0386300000,1110.00,5187.00,0.758000,0.849000,41.90910000
"KELT-3 b","KELT-3","Transit",2013,2.70339000000,17.48604000,616.59020000,0.0412300000,1816.00,6304.00,1.700000,1.960000,210.25200000
"HAT-P-29 b","HAT-P-29","Transit",2011,5.72319000000,13.11453000,279.69040000,0.0667000000,1281.00,6087.00,1.300000,1.450000,313.57600000
"Wolf 1061 b","Wolf 1061","Radial Velocity",2015,4.88690000000,1.21000000,1.91000000,0.0375000000,461.10,3342.00,0.307000,0.294000,4.30592000
"Kepler-238 f","Kepler-238","Transit",2013,50.44700000000,2.00000000,13.50000000,0.2863500000,568.00,5800.00,0.960000,1.060000,1798.75000000
"TYC 3318-01333-1 b","TYC 3318-01333-1","Radial Velocity",2018,562.00000000000,13.10000000,1086.97860000,1.4140000000,470.43,4776.00,5.900000,1.190000,490.61000000
"Kepler-1010 b","Kepler-1010","Transit",2016,34.26857050000,2.32000000,5.99000000,0.1930000000,477.00,5253.00,0.820000,0.860000,579.27300000
"Kepler-1230 b","Kepler-1230","Transit",2016,9.95661537000,2.71000000,7.80000000,0.0921000000,946.00,5961.00,1.080000,1.060000,1364.22000000
"V830 Tau b","V830 Tau","Radial Velocity",2016,4.92700000000,14.00000000,222.48100000,0.0570000000,1213.95,4250.00,2.000000,1.000000,130.11100000
"K2-195 c","K2-195","Transit",2018,28.48278600000,2.57581891,7.16000000,,,5712.00,0.906367,0.963364,315.01400000
"Kepler-1434 b","Kepler-1434","Transit",2016,8.05333618000,1.11000000,1.41000000,0.0917000000,1320.00,6291.00,2.040000,1.470000,775.52900000
"K2-187 b","K2-187","Transit",2018,0.77401000000,1.20000000,1.87000000,0.0164000000,1815.00,5438.00,0.830000,0.966999,330.91600000
"Kepler-1699 b","Kepler-1699","Transit",2020,3.49082000000,1.56671124,3.08000000,0.0418000000,1010.00,5575.53,0.725000,0.810000,818.75900000
"Kepler-1152 b","Kepler-1152","Transit",2016,1.64680190800,0.87000000,0.59000000,0.0223000000,806.00,3964.00,0.530000,0.550000,215.23300000
"Kepler-156 b","Kepler-156","Transit",2014,4.97345600000,2.30000000,5.90000000,0.0540000000,867.00,5094.00,0.807000,0.864000,443.48300000
"Kepler-80 f","Kepler-80","Transit",2016,0.98678730000,1.21000000,4459.73000000,0.0175000000,1054.00,4540.00,0.678000,0.730000,369.45100000
"K2-177 b","K2-177","Transit",2018,14.15518500000,2.11620480,5.13000000,,,6063.00,1.213565,1.210525,492.16700000
"Kepler-964 b","Kepler-964","Transit",2016,13.52251060000,2.12000000,5.14000000,0.1073000000,652.00,5427.00,0.840000,0.930000,454.62600000
"Kepler-220 e","Kepler-220","Transit",2014,45.90273300000,1.33000000,2.33000000,0.2260000000,341.00,4632.00,0.666000,0.729000,171.10900000
"Kepler-50 c","Kepler-50","Transit",2012,9.37647000000,2.17000000,8.20000000,0.0870000000,1125.00,6225.00,1.580000,1.240000,250.11000000
"HD 160691 d","HD 160691","Radial Velocity",2004,9.63920000000,3.23000000,10.49000000,0.0952000000,900.00,5773.00,1.330000,1.130000,15.59810000
"Kepler-985 b","Kepler-985","Transit",2016,116.33190100000,2.98000000,9.17000000,0.4466400000,323.00,5434.00,0.850000,0.910000,679.36100000
"Kepler-834 b","Kepler-834","Transit",2016,13.32388301000,2.02000000,4.74000000,0.0862000000,378.00,4554.00,0.660000,0.700000,633.93700000
"TOI-1860 b","TOI-1860","Transit",2022,1.06621070000,1.31000000,2.27000000,0.0204000000,1885.00,5752.00,0.940000,0.990000,45.86400000
"K2-343 c","K2-343","Transit",2021,7.67697200000,2.02000000,4.74000000,,465.00,3804.00,0.460000,0.490000,166.16900000
"Kepler-12 b","Kepler-12","Transit",2011,4.43796290000,19.66058600,137.30256000,0.0553000000,1480.00,5947.00,1.483000,1.166000,881.38600000
"Kepler-51 b","Kepler-51","Transit",2012,45.15400000000,7.10000000,2.10000000,0.2514000000,543.00,6018.00,0.940000,1.040000,783.83100000
"K2-33 b","K2-33","Transit",2016,5.42486500000,5.04000000,1175.97100000,0.0409000000,850.00,3540.00,1.050000,0.560000,139.26800000
"HAT-P-1 b","HAT-P-1","Transit",2006,4.46529976000,14.78467100,166.86075000,0.0556100000,1322.00,5980.00,1.174000,1.151000,158.97900000
"WASP-63 b","WASP-63","Transit",2012,4.37808000000,15.80469000,117.59710000,0.0574000000,1469.91,5550.00,1.860000,1.280000,290.68400000
"K2-22 b","K2-22","Transit",2015,0.38107300000,2.30000000,444.96200000,0.0090000000,2100.00,3879.00,0.580000,0.595292,243.83600000
"KELT-11 b","KELT-11","Transit",2017,4.73620865000,15.13212395,65.15482343,0.0623000000,1712.00,5375.00,2.690000,1.440000,99.15960000
"WASP-166 b","WASP-166","Transit",2019,5.44354000000,7.06167000,32.10083000,0.0641000000,1270.00,6050.00,1.220000,1.190000,114.17300000
"TOI-1346 b","TOI-1346","Transit",2025,1.76225380000,2.39000000,6.30000000,,1324.00,5099.00,0.780000,0.820000,115.45000000
"Kepler-363 d","Kepler-363","Transit",2014,11.93212500000,2.05000000,4.86000000,0.1070000000,905.00,5593.00,1.485000,1.226000,762.59600000
"Kepler-1594 b","Kepler-1594","Transit",2016,2.71603809000,1.06000000,1.20000000,0.0396000000,1360.00,5946.00,1.080000,1.060000,976.86800000
"Gaia-1 b","Gaia-1","Transit",2022,3.05252400000,13.77583728,533.95172376,0.0404700000,1159.07,5470.00,0.952000,0.949000,363.66000000
"WASP-14 b","WASP-14","Transit",2008,2.24375000000,15.46842000,2809.61720000,0.0370000000,1872.00,6475.00,1.400000,1.620000,161.99700000
"Kepler-1262 b","Kepler-1262","Transit",2016,8.67900242000,1.82000000,3.97000000,0.0830000000,949.00,5771.00,0.980000,0.990000,1054.87000000
"WASP-180 A b","WASP-180 A","Transit",2019,3.40926400000,13.89916000,286.04700000,0.0480000000,1540.00,6600.00,1.190000,1.300000,253.98500000
"HD 5891 b","HD 5891","Radial Velocity",2011,177.11000000000,12.60000000,2425.04290000,0.6400000000,918.78,4673.00,10.640000,1.930000,283.50200000
"Kepler-1632 b","Kepler-1632","Transit",2016,448.30355800000,2.47000000,6.66000000,0.6762000000,369.00,6137.00,1.190000,1.120000,716.76000000
"GJ 3512 c","GJ 3512","Radial Velocity",2020,2354.00000000000,14.30000000,143.97626837,1.7310000000,42.92,3141.00,0.139000,0.123000,9.48637000
"HD 43691 b","HD 43691","Radial Velocity",2007,36.99870000000,13.20000000,810.46650000,0.2380000000,761.79,6093.00,1.600000,1.320000,85.60090000
"K2-401 b","K2-401","Transit",2022,6.29309900000,2.26200000,5.74000000,,,4213.00,0.675000,0.870000,200.72700000
"Kepler-780 b","Kepler-780","Transit",2016,0.67737516400,0.89000000,0.64000000,0.0150000000,2099.00,5769.00,1.020000,1.010000,557.65200000
"TOI-544 c","TOI-544","Radial Velocity",2023,50.08900000000,4.92000000,21.50000000,,,4169.00,0.623000,0.631000,41.11660000
"Kepler-986 b","Kepler-986","Transit",2016,56.43499380000,2.36000000,6.17000000,0.2913100000,465.00,5642.00,0.980000,0.960000,548.36400000
"TOI-4602.01","TOI-4602","Transit",2024,3.98129990000,2.45000000,5.53000000,0.0474700000,1344.00,5966.00,1.080000,0.900000,63.06370000
"NGTS-10 b","NGTS-10","Transit",2020,0.76689440000,13.50684500,687.14846000,0.0143000000,1332.00,4600.00,0.697000,0.696000,324.69865036
"TOI-421 c","TOI-421","Transit",2020,16.06754100000,5.09000000,14.10000000,0.1170000000,635.00,5291.00,0.866000,0.833000,74.79690000
"L 98-59 e","L 98-59","Radial Velocity",2021,12.82780000000,1.49000000,2.82000000,0.0712000000,347.00,3415.00,0.315500,0.292300,10.61940000
"TOI-500 e","TOI-500","Radial Velocity",2022,61.30000000000,3.99000000,15.05000000,,,4440.00,0.678000,0.740000,47.39240000
"TOI-1136 f","TOI-1136","Transit",2022,26.32100000000,3.73591482,9.70000000,0.1740000000,658.00,5770.00,0.968000,1.022000,84.53620000
"Kepler-1980 b","Kepler-1980","Transit",2023,33.02571790000,2.21000000,5.52000000,0.2049000000,564.00,5819.00,0.990000,1.049000,1709.40000000
"LP 890-9 c","LP 890-9","Transit",2022,8.45746300000,1.36700000,25.30000000,0.0398400000,272.00,2850.00,0.155600,0.118000,32.42980000
"TOI-6109 c","TOI-6109","Transit",2025,8.53887800000,4.83260000,20.80000000,0.0786000000,786.00,5660.00,1.021000,1.030000,151.73800000
"HD 110067 e","HD 110067","Transit",2023,30.79309100000,1.94000000,3.90000000,0.1785000000,533.00,5266.00,0.788000,0.798000,32.15850000
"TOI-500 d","TOI-500","Radial Velocity",2022,26.23300000000,6.35000000,33.12000000,,,4440.00,0.678000,0.740000,47.39240000
"LP 791-18 b","LP 791-18","Transit",2019,0.94799810000,1.21200000,1.94000000,0.0097800000,564.30,2960.00,0.182000,0.139000,26.49270000
"GJ 9827 c","GJ 9827","Transit",2017,3.64810300000,1.13000000,1.86000000,0.0395000000,715.94,4236.00,0.580000,0.620000,29.66100000
"WASP-107 c","WASP-107","Radial Velocity",2020,1066.00000000000,13.00000000,111.23994245,,,4425.00,0.657000,0.683000,64.74140000
"TOI-1806.01","TOI-1806","Transit",2024,15.14546930000,3.40953670,11.50000000,0.0877350440,337.47,3272.00,0.401575,0.392935,55.52110000
"CoRoT-20 b","CoRoT-20","Transit",2011,9.24285000000,9.41556000,1366.66900000,0.0900000000,1024.00,5880.00,1.020000,1.140000,844.06100000
"HD 134987 b","HD 134987","Radial Velocity",1999,258.17999000000,13.50000000,511.70630000,0.8100000000,339.45,5736.00,1.220000,1.100000,26.18040000
"HD 60532 c","HD 60532","Radial Velocity",2008,600.10000000000,13.30000000,797.75330000,1.6000000000,381.66,6245.00,2.570000,1.500000,25.97160000
"WASP-7 b","WASP-7","Transit",2008,4.95464160000,14.90797000,305.11680000,0.0617000000,1487.00,6400.00,1.432000,1.276000,162.30300000
"TIC 77319217 b","TIC 77319217","Transit",2026,7.54830765124,3.10879526,9.85000000,,,5961.52,1.184390,1.160000,267.62000000
"Kepler-1214 b","Kepler-1214","Transit",2016,18.82634264000,2.36000000,6.17000000,0.1280000000,591.00,5130.00,0.800000,0.850000,729.22700000
"Kepler-27 b","Kepler-27","Transit",2011,15.33480000000,4.00000000,2895.31000000,0.1180000000,610.00,5400.00,0.590000,0.650000,1044.36000000
"TOI-4336 A b","TOI-4336 A","Transit",2024,16.33635100000,2.13700000,3.33000000,0.0849000000,309.40,3307.00,0.326000,0.306000,22.54550000
"Kepler-167 c","Kepler-167","Transit",2014,7.40610600000,1.67400000,3.44000000,0.0684000000,771.00,4884.00,0.749000,0.777000,341.90800000
"TOI-1136 b","TOI-1136","Transit",2022,4.17270000000,1.90000000,3.50000000,0.0510600000,1216.00,5770.00,0.968000,1.022000,84.53620000
"Kepler-1256 b","Kepler-1256","Transit",2016,12.41277540000,1.49000000,2.83000000,0.1073300000,933.00,6129.00,1.360000,1.170000,891.19200000
"Kepler-564 b","Kepler-564","Transit",2016,3.75083228500,4.63000000,19.40000000,0.0484000000,1129.00,5626.00,0.920000,0.950000,863.03700000
"Kepler-228 b","Kepler-228","Transit",2014,2.56654600000,1.53000000,2.96000000,0.0380000000,1360.00,6043.00,1.014000,1.006000,1644.61000000
"GJ 367 c","GJ 367","Radial Velocity",2023,11.53010000000,1.86000000,4.13000000,,,3522.00,0.458000,0.455000,9.41263000
"TOI-199 c","TOI-199","Transit Timing Variations",2023,273.69000000000,11.40000000,88.99195396,0.8070000000,255.43,5255.00,0.820000,0.936000,102.27000000
"HD 110067 g","HD 110067","Transit",2023,54.76992000000,2.60700000,8.40000000,0.2621000000,440.00,5266.00,0.788000,0.798000,32.15850000
"HD 190007 b","HD 190007","Radial Velocity",2020,11.72412800000,4.06000000,15.50000000,0.0920000000,651.41,4610.00,0.790000,0.770000,12.71410000
"HD 155358 c","HD 155358","Radial Velocity",2007,391.90000000000,13.90000000,261.00000000,1.0200000000,330.92,5900.00,1.380000,0.920000,43.61970000
"Kepler-891 b","Kepler-891","Transit",2016,53.44945593000,6.41000000,33.60000000,0.2881000000,486.00,5887.00,1.070000,1.060000,2340.58000000
"TOI-1873 b","TOI-1873","Transit",2026,7.00572708834,2.86356397,8.57000000,,923.50,5597.99,0.971675,1.015000,182.01400000
"Kepler-480 b","Kepler-480","Transit",2016,4.91958379500,2.78000000,8.15000000,0.0602400000,1312.00,6322.00,1.340000,1.250000,847.50800000
"Kepler-384 b","Kepler-384","Transit",2014,22.59705300000,1.12000000,1.46000000,0.1480000000,670.00,5577.00,0.882000,0.882000,895.67800000
"HATS-65 b","HATS-65","Transit",2018,3.10516100000,16.82470900,260.93843000,0.0449700000,1634.00,6277.00,1.310000,1.257000,493.32000000
"Kepler-221 d","Kepler-221","Transit",2014,10.04156000000,2.73000000,3.61000000,0.0870000000,712.00,5243.00,0.821000,0.854000,385.23100000
"Kepler-296 f","Kepler-296","Transit",2014,63.33627000000,1.80000000,3.89000000,0.2550000000,274.00,3740.00,0.480000,0.498000,167.00000000
"TOI-512 b","TOI-512","Transit",2025,7.18886000000,1.54000000,3.57000000,,1009.00,5277.00,0.890000,0.740000,67.39750000
"Kepler-1905 b","Kepler-1905","Transit",2021,3.42392993000,1.44607340,2.69000000,0.0451000000,1212.00,5788.00,1.015000,1.038000,1051.53000000
"Kepler-230 c","Kepler-230","Transit",2014,91.77324200000,2.04000000,4.82000000,0.3800000000,359.00,5588.00,0.817000,0.784000,740.75400000
"Kepler-1713 b","Kepler-1713","Transit",2021,18.01160049000,1.71673535,3.59000000,0.1418500000,900.00,6477.00,1.459000,1.300000,295.29300000
"Kepler-1036 b","Kepler-1036","Transit",2016,122.88080580000,3.01000000,9.32000000,0.4772600000,326.00,5533.00,0.890000,0.950000,489.43500000
"Kepler-1863 b","Kepler-1863","Transit",2021,44.99760056000,2.26309256,5.74000000,0.2367800000,508.00,5871.00,0.983000,1.097000,865.54600000
"HD 51608 c","HD 51608","Radial Velocity",2019,95.94460000000,3.87000000,14.31000000,0.3809000000,400.69,5358.00,0.916136,0.800000,35.05530000
"K2-121 b","K2-121","Transit",2017,5.18573800000,7.16000000,51.00000000,0.0525000000,716.00,4526.00,0.675000,0.710000,169.39800000
"Kepler-1962 b","Kepler-1962","Transit",2021,7.99145984600,1.21463929,1.95000000,0.0783000000,901.00,5700.00,1.006000,1.003000,866.82600000
"Kepler-886 b","Kepler-886","Transit",2016,6.24146367000,1.52000000,2.92000000,0.0642800000,1111.00,6098.00,1.160000,1.100000,711.29700000
"Kepler-220 b","Kepler-220","Transit",2014,4.15980700000,0.81000000,0.45700000,0.0460000000,759.00,4632.00,0.666000,0.729000,171.10900000
"Kepler-444 b","Kepler-444","Transit",2015,3.60010530000,0.40300000,0.03740000,0.0417800000,938.00,5046.00,0.752000,0.758000,36.43960000
"Kepler-402 d","Kepler-402","Transit",2014,8.92109900000,1.38000000,2.48000000,0.0870000000,1006.00,6090.00,1.264000,1.072000,625.33900000
"GJ 832 b","GJ 832","Radial Velocity",2008,3853.00000000000,13.80000000,314.65012293,3.7000000000,57.84,3472.00,0.441557,0.450000,4.96435000
"Kepler-414 b","Kepler-414","Transit Timing Variations",2014,4.70000000000,1.71000000,3.50000000,0.0543000000,1024.00,5536.00,0.946000,0.890000,413.46000000
"Kepler-1480 b","Kepler-1480","Transit",2016,22.12679948000,1.67000000,3.43000000,0.1525000000,721.00,5156.00,0.810000,0.850000,500.89200000
"TOI-2141 c","TOI-2141","Radial Velocity",2025,5.46240000000,2.35000000,6.14000000,0.0585000000,1095.00,5635.00,0.950000,0.896000,77.68200000
"Kepler-24 d","Kepler-24","Transit",2014,4.24438400000,1.67000000,293.95900000,0.0510000000,1305.00,5897.00,1.289000,1.046000,1156.81000000
"HAT-P-2 b","HAT-P-2","Transit",2007,5.63351580000,10.65975900,2866.81223114,0.0681400000,1540.00,6380.00,1.390000,1.330000,127.77400000
"Kepler-1083 b","Kepler-1083","Transit",2016,33.41779930000,3.36000000,11.20000000,0.1899000000,448.00,5049.00,0.770000,0.810000,902.63300000
"CHXR 73 b","CHXR 73","Imaging",2006,,12.30000000,3994.48600000,210.0000000000,,3099.00,,0.350000,190.37400000
"Kepler-576 b","Kepler-576","Transit",2016,29.91136794000,3.27000000,10.70000000,0.1790000000,541.00,5672.00,0.970000,0.990000,617.55000000
"Gl 410 b","Gl 410","Radial Velocity",2025,6.02000000000,2.83000000,8.40000000,0.0531000000,592.44,3842.00,0.543000,0.550000,11.93240000
"K2-378 b","K2-378","Transit",2022,2.06043800000,2.88000000,8.65000000,,,4823.00,0.732000,0.923000,687.97300000
"Kepler-1321 b","Kepler-1321","Transit",2016,11.12830484000,4.92000000,21.50000000,0.0781000000,408.00,4094.00,0.530000,0.540000,769.14600000
"Kepler-1599 b","Kepler-1599","Transit",2016,122.36355300000,1.62000000,3.26000000,0.4823000000,407.00,5767.00,0.990000,0.990000,1328.20000000
"Kepler-219 c","Kepler-219","Transit",2014,22.71461300000,3.58000000,12.50000000,0.1650000000,766.00,5786.00,1.491000,1.164000,787.07000000
"Kepler-1790 b","Kepler-1790","Transit",2021,31.58889961000,3.14461450,10.00000000,0.2098900000,682.00,5866.00,1.367000,1.020000,1070.17000000
"HATS-35 b","HATS-35","Transit",2016,1.82099930000,16.40997600,388.38826000,0.0319900000,2037.00,6300.00,1.433000,1.317000,514.55500000
"Kepler-112 c","Kepler-112","Transit",2014,28.57426300000,2.40000000,6.35000000,0.1720000000,538.00,5544.00,0.841000,0.782000,513.20600000
"HD 103891 b","HD 103891","Radial Velocity",2022,1919.00000000000,13.20000000,918.52409623,3.2700000000,241.25,6072.00,2.220000,1.280000,55.52130000
"WASP-8 c","WASP-8","Radial Velocity",2013,4323.00000000000,12.50000000,3003.37000000,5.2800000000,116.99,5690.00,0.960000,1.040000,89.96060000
"Kepler-165 b","Kepler-165","Transit",2014,8.18084800000,2.32000000,5.99000000,0.0720000000,716.00,5211.00,0.770000,0.746000,560.88500000
"WASP-92 b","WASP-92","Transit",2016,2.17467420000,16.37634900,255.85315000,0.0348000000,1871.00,6280.00,1.341000,1.190000,575.88900000
"Kepler-1290 b","Kepler-1290","Transit",2016,4.69500134000,1.42000000,2.60000000,0.0557000000,1098.00,5660.00,0.930000,0.950000,1593.70000000
